This behavior is known to be very effective for dealingwith well-known DDoS attacks.; (TOP (S (NP (DT )(NN ))(VP (VBZ )(VP (VBN )(S (VP (TO )(VP (VB )(ADJP (RB )(JJ ))(PP (IN )(NP (RB )(JJ )(NNP )(NNS ))))))))(. )))
Condomines et al. / Ad Hoc Networks 0 0 0  114 13 ARTICLE IN PRESS JID: ADHOC  5e t  t  t  f  g  a  a  t  p  o  t  u  t  p  a  m  p w  s  r  o  w  p  a  u  a  w t  m  s  fl  m  c  s  p  n  s  w  p  t o  o  t  c  c  t6 s  t  t  w  p  p  c  s  l  m  o  T  o  a  s  i  S  w  i s  e  t  c  a  c  s  p  d  t  L  w  p  i  s  g  L  e  t  a  f  m  d  o  f  m  m  m  m  o  v  a  w  a  b  f  j  p  o  o  w  c  m  a  b  f  cR   .5.; (TOP (S (S (NP (NNS ))(VP (VBD )(ADJP (JJ ))))(. )('' )(NP (NNP )(NNP )(NNP )(CD )(CD )(CD )(CD )(CD )(NN ))(PP (IN )(NP (NP (NNP )(NNP ))(: )(NP (NP (NNP )(CD )(NN )(NN )(NN ))(PP (IN )(S (VP (VBG )(NP (NP (NP (DT )(DT )(NN )(NN ))(PP (IN )(NP (NN )(NN )(NN )(NN ))))(SBAR (S (NP (DT )(NN )(NN ))(VP (VBD )(NP (NP (NP (PRP ))(NN ))(PP (IN )(NP (NN )(NN ))))(NP (NP (DT )(NN ))(SBAR (S (NP (DT )(JJ )(NN )(NN ))(VP (VBZ )(S (NP (JJ )(NN )(NN ))(VP (VBZ )(S (NP (NN )(NN ))(VP (VBZ )(NP (NP (JJ )(NN )(NN ))(PP (IN )(PP (IN )(NP (NP (NN )(NNS ))(ADJP (JJ )(PP (IN )(NP (NP (NNS ))(PP (IN )(NP (NP (NN ))(SBAR (WHADVP (WRB ))(S (NP (NP (NP (NN )(NN )(JJ )(NNS ))(JJ )(NN ))(PP (IN )(NP (NP (NNP ))(PP (IN )(NP (NP (DT )(NNS ))(PP (IN )(NP (NNP ))))))))(VP (VBD )(S (NP (PRP ))(VP (VBZ )(S (NP (NP (JJ )(NN )(NN ))(NP (DT )(JJ )(NNS )(NN ))(CC )(NP (NN )(NNP )))(VP (VBD )(S (NP (NP (NN ))(PP (IN )(NP (NP (NNS ))(VP (VBG )(NP (NNP )(NN ))(PP (IN )(NP (DT )(NN )(NN )))))))(VP (VBD )(PP (IN )(PP (IN )(NP (NP (NN )(NN )(NN )(NN ))(PP (IN )(NP (NN ))))))(NP (NP (DT )(NN ))(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NN )(NN ))(PP (IN )(PP (IN )(S (VP (WHADVP (WRB ))(NP (NP (JJ )(NN ))(NP (NP (DT )(NN ))(PP (IN )(NP (NN )(CD )))))))))))))))))))))))))))))))))))))))))))))))))(. )))
Real-time implementation and testings with Paparazzi UAV mulation Paparazzi software included a very convenient yet very realis-ic emulation setup.; (TOP (S (NP (NP (JJ )(NN )(CC )(NNS ))(PP (IN )(NP (NNP )(NNP )(NN )(NN )(NN ))))(VP (VBD )(NP (DT )(ADJP (RB )(JJ ))(ADVP (RB ))(ADJP (RB )(JJ ))(NN )(NN )))(. )))
It allows us to test our methodology withouthe use of a real UAV and gives us better control over its networkraffics.; (TOP (S (NP (PRP ))(VP (VP (VBZ )(S (NP (PRP ))(VP (TO )(VP (VB )(NP (PRP$ )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (DT )(JJ )(NNP )))))))))(CC )(VP (VBZ )(NP (PRP ))(NP (NP (JJR )(NN ))(PP (IN )(NP (PRP$ )(NNS ))))))(. )))
This specific Paparazzi module has been convenient to per-orm some tests in real time of our IDS methodology.; (TOP (S (NP (DT )(JJ )(NNP )(NN ))(VP (VBZ )(VP (VBN )(ADJP (JJ )(S (VP (TO )(VP (VB )(NP (DT )(NNS ))(PP (IN )(NP (NP (JJ )(NN ))(PP (IN )(NP (PRP$ )(NNP )(NN )))))))))))(. )))
No need toenerate a huge important flooding attack between a real dronend the Paparazzi GCS.; (TOP (S (NP (DT )(NN ))(VP (VB )(NP (NP (DT )(JJ )(JJ )(NN )(NN ))(PP (IN )(NP (NP (DT )(JJ )(NN ))(NP (DT )(NNP ))))))(. )))
Consequently, the emulation only takes intoccount the UDP traffic between the GCS and the UAV which con-ains periodic updates of the UAVs vital information.; (TOP (S (ADVP (RB ))(, )(NP (DT )(NN ))(ADVP (RB ))(VP (VBZ )(PP (IN )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (NP (NP (DT )(NNP ))(CC )(NP (DT )(NNP )))(SBAR (WHNP (WDT ))(S (VP (VBZ )(NP (NP (JJ )(NNS ))(PP (IN )(NP (DT )(NNP )(JJ )(NN ))))))))))))(. )))
The networkart of the emulation is realistic and it is done through socketsn the local host.; (TOP (S (S (NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NN ))))(VP (VBZ )(ADJP (JJ ))))(CC )(S (NP (PRP ))(VP (VBZ )(VP (VBN )(PP (IN )(NP (NN )))(NP (DT )(JJ )(NN )))))(. )))
Our IDS demonstration program takes advan-age of this setup and by altering the reception port of the sim-lated Linker module, we can achieve the interception of packetsransmitted between the GCS and the simulated UAV.; (TOP (S (S (NP (PRP$ )(NNP )(NN )(NN ))(VP (VP (VBZ )(NP (NP (NN ))(PP (IN )(NP (DT )(NN )))))(CC )(PP (IN )(S (VP (VBG )(NP (NP (DT )(NN )(NN ))(PP (IN )(NP (DT )(JJ )(NNP )(NN )))))))))(, )(NP (PRP ))(VP (MD )(VP (VB )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (VBN ))(PP (IN )(NP (NP (DT )(NNP ))(CC )(NP (DT )(VBN )(NNP )))))))))))
The sums ofackets length during a given sample period are then collected in ring buffer and fed into the WLM toolbox in batch.; (TOP (S (NP (NP (DT )(NNS )(NNS )(NN ))(PP (IN )(NP (DT )(VBN )(NN )(NN ))))(VP (VBP )(ADVP (RB ))(VP (VP (VBN )(PP (IN )(NP (NN )(NN ))))(CC )(VP (VBN )(PP (IN )(NP (NP (DT )(NNP )(NN ))(PP (IN )(NP (NN ))))))))(. )))
This imple-entation performs packet forwarding upon the reception of eachacket to keep the emulation in the right order.; (TOP (S (NP (DT )(NN ))(VP (VBZ )(NP (NN )(NN ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NN )))))(S (VP (TO )(VP (VB )(NP (DT )(NN ))(PP (IN )(NP (DT )(JJ )(NN )))))))(. )))
In the particular setup shown above in Fig. 20 , a sliding-indow technique is applied: for a sampling window of 10 thou-and samples, we extract 10 thousand previous samples upon theeception of each 1 thousand samples and perform the calculationf the signatures.; (TOP (S (S (PP (IN )(NP (NP (DT )(JJ )(NN ))(VP (VBN )(ADVP (IN ))(PP (IN )(NP (NNP )(NNP )(CD ))))))(, )(NP (DT )(NN )(NN ))(VP (VBZ )(VP (VBN )(: )(PP (IN )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (CD )(NN )(NNS ))))))))(, )(NP (PRP ))(VP (VP (VBD )(NP (CD )(CD )(JJ )(NNS ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (DT )(QP (CD )(CD ))(NNS ))))))(CC )(VP (VB )(NP (DT )(NN ))(NP (DT )(NNS ))))(. )))
Thus, for the duration of the sampling windows,e will have 10 frames of signatures.; (TOP (S (ADVP (RB ))(, )(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(JJ )(NNS )))))(, )(VP (MD )(VP (VB )(NP (NP (CD )(NNS ))(PP (IN )(NP (NNS ))))))(. )))
This allows us to avoid theossibility of losing resolution when the attack happens at the ex-ct switching moment of two sampling windows.; (TOP (S (NP (DT ))(VP (VBZ )(NP (PRP ))(S (VP (TO )(VP (VB )(NP (NP (NN ))(PP (IN )(S (VP (VBG )(NP (NN ))(SBAR (WHADVP (WRB ))(S (NP (DT )(NN ))(VP (VBZ )(PP (IN )(NP (NP (DT )(NN )(VBG )(NN ))(PP (IN )(NP (CD )(JJ )(NNS ))))))))))))))))(. )))
Also, this allowss to have a more continuously animated figure of the signaturesnd enables us to test the computation limit by increasing theindow-sliding frequency.; (TOP (S (ADVP (RB ))(, )(S (NP (DT )(NN ))(VP (TO )(VP (VB )(S (NP (NP (DT )(ADJP (ADVP (RBR )(RB ))(VBN ))(NN ))(PP (IN )(NP (DT )(NN ))))(VP (VBZ )(S (NP (PRP ))(VP (TO )(VP (VB )(NP (DT )(NN )(NN ))(PP (IN )(S (VP (VBG )(NP (DT )(NN )))))))))))))(. )))
It can be seen in Figs.; (TOP (S (NP (PRP ))(VP (MD )(VP (VB )(VP (VBN )(PP (IN )(NP (NNS ))))))(. )))
21 ac, that the signatures of a floodedraffic have significantly lower zeta values than the ones of a nor-al traffic, especially at negative moments.; (TOP (S (NP (NP (CD )(NN ))(, )(PP (IN )(NP (NP (DT )(NNS ))(PP (IN )(NP (DT )(NN ))))))(VP (VBP )(NP (NP (ADJP (RB )(JJR ))(NN )(NNS ))(PP (IN )(NP (NP (NP (DT )(NNS ))(PP (IN )(NP (DT )(JJ )(NN ))))(, )(PP (ADVP (RB ))(IN )(NP (JJ )(NNS )))))))(. )))
It is also noted that theignatures vary depend on the packet data size.; (TOP (S (NP (PRP ))(VP (VBZ )(ADVP (RB ))(VP (VBN )(SBAR (IN )(S (NP (DT )(NN ))(VP (VB )(PP (IN )(NP (DT )(NN )(NNS )(NN ))))))))(. )))
By default, HPing3oods the target socket with empty packets, this will result in theost significant changes in the signatures , be-ause this current implementation only takes into account messageize of the packets received on the socket.; (TOP (S (S (PP (IN )(NP (NN )))(, )(PP (IN )(NP (NP (DT )(NN )(NN ))(PP (IN )(NP (JJ )(NNS )))))(, )(NP (DT ))(VP (MD )(VP (VB )(PP (IN )(NP (NP (DT )(JJ )(NNS ))(PP (IN )(NP (DT )(NNS ))))))))(, )(S (NP (NN ))(NP (DT )(JJ )(NN ))(ADVP (RB ))(VP (VBZ )(PP (IN )(NP (NP (NN )(NN ))(PP (IN )(NP (NP (DT )(NNS ))(VP (VBN )(PP (IN )(NP (DT )(NN ))))))))))(. )))
The malicious emptyackets will not impact the calculation directly but they hinder theormal packet transmission, hence result in a set of very differentignatures.; (TOP (S (S (NP (DT )(JJ )(NNS ))(VP (MD )(RB )(VP (VB )(NP (DT )(NN ))(ADVP (RB )))))(CC )(S (NP (PRP ))(VP (VBD )(NP (NP (JJ )(NN )(NN ))(, )(NP (NP (RB )(NN ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (RB )(NNS )))))))))(. )))
When the socket is subject to an attack which is filledith data, the signatures  show a more inclinedattern w.r.t.; (TOP (S (SBAR (WHADVP (WRB ))(S (NP (DT )(NN ))(VP (VBZ )(ADJP (JJ )(PP (TO )(NP (NP (DT )(NN ))(SBAR (WHNP (WDT ))(S (VP (VBZ )(NP (NN )(NNS )))))))))))(, )(NP (DT )(NNS ))(VP (VBP )(NP (DT )(ADJP (RBR )(JJ ))(NN )))(. )))
moment axis compare to the signatures of a normalraffic.; (TOP (S (NP (NN )(NNS ))(VP (VBP )(PP (TO )(NP (NP (DT )(NNS ))(PP (IN )(NP (DT )(NN ))))))(. )))
The real-time testings have provided us an intuitive knowledgef how WLM analysis can help us to distinguish different typesf attack.; (TOP (S (NP (DT )(JJ )(NNS ))(VP (VBP )(VP (VBN )(NP (PRP ))(NP (DT )(JJ )(NN ))(SBAR (WHADVP (WRB ))(S (NP (JJ )(NN ))(VP (MD )(VP (VB )(S (NP (PRP ))(VP (TO )(VP (VB )(NP (JJ )(NN )(NN )))))))))))(. )))
But how to tune the tool remains to be an open ques-ion.; (TOP (S (CC )(SBAR (WHADVP (WRB ))(S (VP (TO )(VP (VB )(S (NP (DT )(NN ))(VP (VBZ )(S (VP (TO )(VP (VB )(NP (DT )(JJ )(NN )))))))))))(. )))
Especially, to best preserve the Long Range Dependency haracteristic of WLM analysis, a bigger sampling window must behosen.; (TOP (S (ADVP (RB ))(, )(S (VP (TO )(VP (ADVP (RB ))(VB )(NP (NP (DT )(NNP )(NNP )(NNP )(NN ))(PP (IN )(NP (NNP )(NN )))))))(, )(NP (DT )(JJR )(NN )(NN ))(VP (MD )(ADVP (RB )))(. )))
But that will cost the real-time performance of the IDS sys-em. .; (TOP (S (CC )(NP (DT ))(VP (MD )(VP (VB )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (DT )(NNP )(NN ))))))(. )(. )))
Conclusion and future work In this paper, we have explained how a linear controller / ob-erver can improve intrusion detection systems in the specific con-ext of a drone fleet.; (TOP (NP (NP (NN )(CC )(NN )(NN ))(SBAR (S (PP (IN )(NP (DT )(NN )))(, )(NP (PRP ))(VP (VBP )(VP (VBN )(SBAR (WHADVP (WRB ))(S (NP (DT )(JJ )(NN )(NN )(NN ))(VP (MD )(VP (VB )(NP (NN )(NN )(NNS ))(PP (IN )(NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (DT )(NN )(NN )))))))))))))(. )))
We have combined the use of a linear con-roller / observer and spectral analysis of the traffic.; (TOP (S (NP (PRP ))(VP (VBP )(VP (VBN )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (DT )(NN )(NN )(NN )(NN ))(CC )(NP (NP (JJ )(NN ))(PP (IN )(NP (DT )(NN )))))))))(. )))
Based on aavelet analysis, this traffic characterization process provides areliminary level of knowledge about which type of intrusion iserformed in the network.; (TOP (S (PP (VBN )(PP (IN )(NP (NN )(NN ))))(, )(NP (DT )(NN )(NN )(NN ))(VP (VBZ )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (NN ))(VP (VBN )(PP (IN )(NP (DT )(NN ))))))))))))(. )))
Based on this information, our linearontroller / observer can be tuned individually and can performpecific traffic reconstruction in order to estimate accurately theevel of attack observed in the network.; (TOP (S (PP (VBN )(PP (IN )(NP (DT )(NN ))))(, )(NP (PRP$ )(NN )(NN )(NN ))(VP (VP (MD )(VP (VB )(VP (VBN )(ADVP (RB )))))(CC )(VP (MD )(VP (VB )(NP (NN )(NN ))(SBAR (IN )(NN )(S (VP (TO )(VP (VB )(NP (NP (RB )(JJ ))(PP (IN )(NP (NP (NN ))(VP (VBN )(PP (IN )(NP (DT )(NN ))))))))))))))(. )))
Consequently, our designPlease cite this article as: J.-P.; (TOP (S (ADVP (RB ))(, )(NP (PRP$ )(NN ))(VP (VB )(NP (NP (DT )(NN ))(PP (IN )(NP (NN )))))(. )))
Condomines et al., Network intrusion detdesign to real test validation, Ad Hoc Networks , https://doi.org/1ethodology; (TOP (S (S (NP (NNS ))(VP (VBD )(ADJP (JJ ))))(. )(, )(NP (NP (NNP )(NN )(NN ))(PP (TO )(NP (NP (JJ )(NN )(NN ))(, )(NP (NNP )(NNP )(NNP )))))(, )(VP (VBZ )(NP (NNP )))(. )))
provides a simple way to construct and instantiateur gain matrices for both the AQM controller and the observer.his; (TOP (VP (VBZ )(NP (NP (DT )(JJ )(NN ))(SBAR (S (VP (TO )(VP (VB )(CC )(VB )(NP (NN )(NNS ))(PP (IN )(NP (DT )(NP (DT )(NNP )(NN ))(CC )(NP (DT )(NN )))))))))(. )))
approach has given us promising results with a simple topol-gy within a time-delay framework.; (TOP (S (NP (NN ))(VP (VBZ )(VP (VBN )(NP (PRP ))(NP (NP (NP (JJ )(NNS ))(PP (IN )(NP (DT )(JJ )(NN ))))(PP (IN )(NP (DT )(NN )(NN ))))))(. )))
Indeed, two different types ofnomaly have been considered in this paper  and they are both accurately detected by thentrusion detection process proposed in Sections 3 and 4 .; (TOP (S (S (ADVP (RB ))(, )(NP (CD )(JJ )(NNS ))(ADVP (RB ))(VP (VBP )(VP (VBN )(VP (VBN )(PP (IN )(NP (DT )(NN )))))))(CC )(S (NP (PRP ))(VP (VBP )(ADVP (DT )(RB ))(VP (VBN )(PP (IN )(NP (NP (DT )(NN )(NN ))(VP (VBN )(PP (IN )(NP (NP (NNP )(CD ))(CC )(NP (CD ))))))))))(. )))
Finally,ection 5 has demonstrated how a first version of real-time real-orld based implementation of our IDS methodology can be real-zed.; (TOP (S (ADVP (RB ))(NP (NNP )(CD ))(VP (VBZ )(VP (VBN )(SBAR (WHADVP (WRB ))(S (NP (NP (NP (DT )(JJ )(NN ))(PP (IN )(NP (JJ )(NN ))))(VP (VBN )(PP (IN )(PP (IN )(NP (PRP$ )(NNP )(NN ))))))(VP (MD )(VP (VB )(ADJP (JJ ))))))))(. )))
In our future work, we intend to identify several research per-pectives.; (TOP (S (PP (IN )(NP (PRP$ )(JJ )(NN )))(, )(NP (PRP ))(VP (VBP )(S (VP (TO )(VP (VB )(NP (JJ )(NN )(NNS ))))))(. )))
First of all, we plan to propose an evolution of the mod-ling in the drone fleet network.; (TOP (S (ADVP (RB )(PP (IN )(NP (DT ))))(, )(NP (PRP ))(VP (VBP )(S (VP (TO )(VP (VB )(NP (NP (DT )(NN ))(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NN )(NN )(NN ))))))))))(. )))
This should include differentypes of traffic  and also take into ac-ount network mobility.; (TOP (S (NP (DT ))(VP (MD )(VP (VP (VB )(NP (NP (NNS ))(PP (IN )(NP (NN )))))(CC )(ADVP (RB ))(VP (VB )(PP (IN )(NP (JJ )(NN )(NN ))))))(. )))
Besides, we plan to investigate the char-cteristics of WLM analysis.; (TOP (S (ADVP (IN ))(, )(NP (PRP ))(VP (VBP )(S (VP (TO )(VP (VB )(NP (NP (DT )(NNS ))(PP (IN )(NP (NNP )(NN ))))))))(. )))
Our previous experiments have indi-ated that the behavior of this method varies on the choice of timecale, sampling period and moment.; (TOP (S (NP (PRP$ )(JJ )(NNS ))(VP (VBP )(VP (VBN )(SBAR (IN )(S (NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NN ))))(VP (VBZ )(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NN )(, )(JJ )(NN )(CC )(NN ))))))))))(. )))
Future work will consider toerform more testing in real-world environments and to tune theifferent parameters in order to find the ones which provide ushe best sensitivity.; (TOP (S (NP (JJ )(NN ))(VP (MD )(VP (VB )(NP (NN ))(NP (NP (JJR )(NN ))(UCP (PP (IN )(NP (NN )(NNS )))(CC )(S (VP (TO )(VP (VB )(NP (DT )(NNS ))(SBAR (IN )(NN )(S (VP (TO )(VP (VB )(NP (NP (DT )(NNS ))(SBAR (WHNP (WDT ))(S (VP (VBP )(NP (DT )(JJS )(NN )))))))))))))))))(. )))
We also plan to test the impact of waveletong Range Dependency  on our specific case, because net-ork traffic is one of the few signals which naturally possess thisroperty.; (TOP (S (NP (PRP ))(ADVP (RB ))(VP (VBP )(S (VP (TO )(VP (VB )(NP (NP (DT )(NN ))(PP (IN )(S (VP (VBG )(NP (NNP )(NNP ))(PP (IN )(NP (PRP$ )(JJ )(NN )))(, )(SBAR (IN )(S (NP (NN )(NN ))(VP (VBZ )(NP (NP (CD ))(PP (IN )(NP (NP (DT )(JJ )(NNS ))(SBAR (WHNP (WDT ))(S (ADVP (RB ))(VP (VBP )(NP (NN )))))))))))))))))))(. )))
The question lays upon the realization of wavelet analysisn real-time while preserving its LRD characteristic.; (TOP (S (NP (DT )(NN ))(VP (VBZ )(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NN )(NN )(NN )))))(SBAR (IN )(S (VP (VBG )(NP (PRP$ )(NNP )(NN ))))))(. )))
One possibleolution would be to perform different wavelet analysis in order toet a wider window of observation and make an emphasis on theRD of network traffic.; (TOP (S (NP (CD )(NN ))(VP (MD )(VP (VB )(S (VP (TO )(VP (VP (VB )(NP (JJ )(NN )(NN ))(PP (IN )(NP (NN )(NN )))(NP (NP (DT )(JJR )(NN ))(PP (IN )(NP (NN )))))(CC )(VP (VB )(NP (DT )(NN ))(PP (IN )(NP (NP (DT ))(PP (IN )(NP (NN )(NN )))))))))))(. )))
In addition, we plan to investigate differ-nt methods to perform pattern recognition on the different signa-ures.; (TOP (S (PP (IN )(NP (NN )))(, )(NP (PRP ))(VP (VBP )(S (VP (TO )(VP (VB )(NP (NP (JJ )(NNS ))(SBAR (S (VP (TO )(VP (VB )(NP (JJ )(NN ))(PP (IN )(NP (DT )(JJ )(NNS ))))))))))))(. )))
This is a crucial step to realize our methodology.; (TOP (S (NP (DT ))(VP (VBZ )(NP (NP (DT )(JJ )(NN ))(SBAR (S (VP (TO )(VP (VB )(NP (PRP$ )(NN ))))))))(. )))
There arelready some well defined methods to achieve an accurate wave-orm / surface comparison including analytical methods as well asachine learning algorithms.; (TOP (S (NP (EX ))(VP (VBP )(S (NP (DT )(ADJP (RB )(VBN ))(NNS ))(VP (TO )(VP (VB )(S (NP (DT )(JJ )(NN ))(VP (VBD )(NP (NP (NN )(NN ))(PP (VBG )(NP (NP (JJ )(NNS ))(PP (ADVP (IN )(RB ))(IN )(NP (VBG )(NNS ))))))))))))(. )))
A further step will be taken to testifferent methods in our specific case.; (TOP (S (NP (DT )(JJ )(NN ))(VP (MD )(VP (VB )(VP (VBN )(PP (TO )(NP (JJ )(NNS )))(PP (IN )(NP (PRP$ )(JJ )(NN ))))))(. )))
At current stage, as a resultf incompletion of development of the first designed step, we haveound difficulties in defining the false positive rate of our proposedethod, especially in the case of DDoS attack.; (TOP (S (PP (IN )(NP (JJ )(NN )))(, )(PP (IN )(NP (NP (DT )(NN )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (DT )(JJ )(VBN )(NN )))))))(, )(NP (PRP ))(VP (VBP )(NP (NP (NNS ))(PP (IN )(S (VP (VBG )(NP (NP (DT )(JJ )(JJ )(NN ))(PP (IN )(NP (PRP$ )(NN ))))(, )(PP (ADVP (RB ))(IN )(NP (NP (DT )(NN ))(PP (IN )(NP (NNP )(NN ))))))))))(. )))
New DDoS attackodels, stealth/silent attacks described in  for instance, haveade it increasingly difficult to distinguish DDoS attacks from nor-al traffic congestions.; (TOP (S (NP (NP (NNP )(NNP )(NNS ))(, )(NP (NP (JJ )(NNS ))(VP (VBN )(PP (IN )(PP (IN )(NP (NN )))))))(, )(VP (VBD )(S (NP (PRP ))(ADJP (RB )(JJ ))(S (VP (TO )(VP (VB )(NP (NP (NNP )(NNS ))(PP (IN )(NP (JJ )(NN )(NNS )))))))))(. )))
Our proposed method will have the benefitf exploiting information of the traffic in detail to aid future de-elopment of defense against DDoS attacks.; (TOP (S (NP (PRP$ )(VBN )(NN ))(VP (MD )(VP (VB )(NP (NP (DT )(NN ))(VP (VBG )(NP (NP (NN ))(PP (IN )(NP (DT )(NN ))))(PP (IN )(NP (NN )))(S (VP (TO )(VP (VB )(NP (NP (JJ )(NN ))(PP (IN )(NP (NP (NN ))(PP (IN )(NP (NNP )(NNS )))))))))))))(. )))
Moreover, we plan tonalyze different types of attack: not only DDoS but also intrusionhere the traffic generated in the network is significantly lowernd therefore, more difficult to detect.; (TOP (S (S (ADVP (RB ))(, )(NP (PRP ))(VP (VP (VBP )(VP (VB )(NP (NP (NP (JJ )(NNS ))(PP (IN )(NP (NN ))))(: )(CONJP (RB )(RB ))(NP (NNP )))))(CC )(ADVP (RB ))(VP (VBD )(SBAR (S (NP (DT )(NN ))(VP (VBD )(PP (IN )(NP (DT )(NN )))))))))(VP (VBZ )(ADVP (RB ))(VP (VB )(ADVP (RB ))(, )(ADJP (RBR )(JJ ))(S (VP (TO )(VP (VB ))))))(. )))
A proposed solution woulde to consider one bank of models in order to detect, with dif-erent signatures, DDoS and other types of attack .; (TOP (S (NP (DT )(JJ )(NN ))(, )(VP (TO )(VP (VB )(NP (NP (CD )(NN ))(PP (IN )(NP (NNS ))))(SBAR (IN )(NN )(S (VP (TO )(VP (VB )(, )(PP (IN )(NP (JJ )(NNS )))(, )(NP (NP (NNP ))(CC )(NP (NP (JJ )(NNS ))(PP (IN )(NP (NN )))))))))))(. )))
Finally, we plan to investigate a way to im-lement and test this new generation intrusion detection systemperating in a more complex real environment.; (TOP (S (ADVP (RB ))(, )(NP (PRP ))(VP (VBP )(S (VP (TO )(VP (VP (VB )(NP (NP (DT )(NN ))(PP (TO )(NP (NN )))))(CC )(VP (VB )(NP (DT )(JJ )(NN )(NN )(NN )(NN ))(PP (IN )(NP (DT )(ADJP (RBR )(JJ ))(JJ )(NN ))))))))(. )))
To address this lastbjective, we would like to consider additional real experimentsith an higher number of UAVs.; (TOP (S (S (VP (TO )(VP (VB )(NP (DT )(JJ )))))(, )(NP (PRP ))(VP (MD )(VP (VB )(S (VP (TO )(VP (VB )(NP (JJ )(JJ )(NN ))(NP (NP (DT )(JJR )(NN ))(PP (IN )(NP (NNP )))))))))(. )))
Each UAV could embed its spe-ific bank of models.; (TOP (S (NP (DT )(NNP ))(VP (MD )(VP (VB )(NP (NP (PRP$ )(JJ )(NN ))(PP (IN )(NP (NNS ))))))(. )))
Consequently, by conducting a collaborativeission, in the context of one UAV fleet, we will be able to testnd validate the theoretical estimators which, until now, have onlyeen studied in a separated and isolated approach.; (TOP (S (ADVP (RB ))(, )(PP (IN )(S (VP (VBG )(NP (DT )(NN ))(, )(PP (IN )(NP (NP (DT )(NN ))(PP (IN )(NP (CD )(NNP )(NN ))))))))(, )(NP (PRP ))(VP (MD )(VP (VB )(ADJP (JJ )(S (VP (TO )(VP (VB )(NP (NN ))(NP (NP (DT )(JJ )(NNS ))(SBAR (WHNP (WDT ))(, )(S (PP (IN )(ADVP (RB )))(, )(VP (VBP )(VP (VBN )(VP (VBN )(PP (IN )(NP (DT )(JJ )(CC )(JJ )(NN )))))))))))))))(. )))
We plan to per-orm this part of the research in the near future in the recentlyonstructed UAV flight arena in ENAC, Toulouse, France.; (TOP (S (NP (PRP ))(VP (VBP )(S (VP (TO )(VP (VB )(NP (NP (DT )(NN ))(PP (IN )(NP (DT )(NN ))))(PP (IN )(NP (DT )(JJ )(NN )))(PP (IN )(NP (DT )(JJ )(NNP )(NN )(NN )))(PP (IN )(NP (NP (NNP ))(, )(NP (NNP )(, )(NNP ))))))))(. )))
eferences  M. Rodrigues , D.F. Pigatto , J.V.C. Fontes , A.S.R. Pinto , J.-P.; (TOP (NP (NP (NNS )(NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(NP (NNP )(NNP ))(, )(. )))
Diguet ,K.R.L.J.C.; (TOP (NP (NNP )(NN )))
Branco , UAV Integration Into IoIT: Opportunities and Challenges,ICAS  95 2017 .; (TOP (NP (NP (NP (NNP ))(, )(NP (NNP )(NNP )(NNP )(NNP )))(: )(S (NP (NNS )(CC )(NNS ))(VP (VBP )(NP (CD )(CD ))))(. )))
I. Bekmezci , O.K. Sahingoz , S .; (TOP (NP (NP (NN )(NNP ))(, )(NP (NP (NNP )(NNP ))(, )(NP (NNP )))(. )))
Temel , Flying Ad-Hoc Networks : A sur-vey, Ad Hoc Networks 11  12541270 .; (TOP (NP (NP (NP (NNP ))(, )(NP (NNP )(NNP )(NNP )))(: )(NP (NP (DT )(NN ))(, )(NP (NNP )(NNP )(NNP )(CD )(CD )))(. )))
